Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
480;No;Travel_Rarely;509;Research & Development;2;4;Other;1;Female;62;2;2;Healthcare Representative;3;Single;125040;2112;2;;Yes;17;40;1;;0;10;30;3;0;7;0;7
;No;;288;Research & Development;2;3;Life Sciences;4;Female;40;3;3;Healthcare Representative;4;Married;32910;18611;2;Y;Yes;14;;3;800;1;24;;1;70;8;13;9
;No;Travel_Frequently;208;Research & Development;8;4;Life Sciences;3;Female;52;3;2;Healthcare Representative;3;Married;21570;12250;1;;No;12;30;4;;1;15;50;3;30;11;2;9
380;No;Travel_Rarely;1463;Research & Development;23;3;Medical;2;Male;64;2;2;Healthcare Representative;4;Married;48550;14408;0;;No;21;30;2;800;1;10;20;3;50;0;7;8
260;No;Travel_Rarely;1385;Research & Development;20;2;Medical;3;Male;79;3;4;Healthcare Representative;4;Married;23730;7501;0;Y;Yes;14;30;2;;0;21;20;3;30;7;4;10
360;No;Travel_Rarely;1425;Research & Development;14;1;Life Sciences;3;Female;68;3;2;Healthcare Representative;4;Married;45020;4821;0;Y;Yes;17;30;1;800;1;17;20;2;130;8;4;11
230;No;Travel_Rarely;1261;Research & Development;7;3;Other;2;Male;31;2;3;Healthcare Representative;3;Single;35050;12066;8;Y;No;24;30;3;800;0;26;30;3;20;2;0;0
280;No;Travel_Rarely;367;Research & Development;25;2;Medical;3;Male;52;2;2;Healthcare Representative;4;Divorced;24080;17171;7;Y;No;13;30;3;800;2;9;30;3;10;2;1;3
230;No;Travel_Rarely;1459;Research & Development;10;4;Other;4;Male;41;3;2;Healthcare Representative;4;Married;29040;19121;2;Y;Yes;13;;4;800;0;9;20;4;40;2;1;3
310;No;Travel_Rarely;1097;Research & Development;11;2;Medical;3;Male;79;2;3;Healthcare Representative;1;Married;61720;8302;2;Y;Yes;13;30;3;;1;10;30;3;70;0;2;3
230;No;Travel_Rarely;1355;Research & Development;4;4;Life Sciences;3;Male;78;2;3;Healthcare Representative;3;Single;16010;22245;7;Y;No;14;40;2;800;0;27;;3;0;11;4;8
460;No;Travel_Rarely;613;Research & Development;6;1;Medical;4;Male;42;2;3;Healthcare Representative;1;Married;;21457;4;;No;15;30;1;;1;9;30;3;60;7;1;7
290;No;Travel_Rarely;1199;Research & Development;18;4;Life Sciences;3;Male;80;3;2;Healthcare Representative;3;Married;42620;24594;1;Y;Yes;14;30;4;800;2;10;;4;30;2;0;2
540;No;Travel_Rarely;827;Research & Development;1;4;Other;3;Female;84;4;2;Healthcare Representative;2;Married;54850;20161;1;Y;Yes;13;30;1;;1;6;40;3;50;5;1;2
380;No;Travel_Rarely;1034;Research & Development;18;1;Medical;1;Male;86;3;3;Healthcare Representative;3;Married;99240;8984;5;Y;No;11;30;4;;0;28;30;2;90;2;1;2
250;No;Travel_Rarely;1229;Research & Development;4;4;Life Sciences;4;Female;30;3;2;Healthcare Representative;3;Married;21870;16143;0;;Yes;16;30;2;800;0;4;30;3;20;2;1;2
310;No;;616;Research & Development;12;3;Medical;4;Female;41;3;2;Healthcare Representative;4;Married;54680;17369;0;Y;Yes;11;30;3;;2;10;30;1;120;7;8;5
190;No;Travel_Rarely;441;Research & Development;8;1;Other;3;Male;39;1;2;Healthcare Representative;1;Married;25520;7288;3;;No;13;;3;;1;9;40;3;10;7;0;7
370;No;Travel_Rarely;501;Research & Development;15;2;Medical;2;Female;95;3;2;Healthcare Representative;4;Married;36290;21653;0;Y;Yes;13;30;1;800;1;10;60;3;30;7;8;1
420;No;Travel_Frequently;711;Research & Development;5;4;Life Sciences;2;Male;42;3;3;Healthcare Representative;1;Married;;22792;4;;No;12;30;3;800;2;9;40;3;;2;0;2
;No;Travel_Frequently;390;Research & Development;1;4;Life Sciences;4;Female;32;1;2;Healthcare Representative;3;Divorced;37550;17056;2;Y;Yes;13;30;4;;1;12;30;3;80;3;1;2
350;No;Travel_Rarely;995;Research & Development;2;1;Life Sciences;1;Female;87;3;2;Healthcare Representative;4;Divorced;47880;24483;1;;No;19;30;4;800;1;6;20;4;30;4;1;3
320;No;Travel_Rarely;170;Research & Development;1;4;Life Sciences;2;Male;78;4;2;Healthcare Representative;1;Married;24390;9364;2;Y;No;15;;4;;1;10;40;3;40;0;2;2
290;No;Travel_Rarely;827;Research & Development;1;4;Life Sciences;2;Male;33;4;2;Healthcare Representative;4;Single;66230;19383;0;Y;No;13;30;3;;0;10;20;2;;7;1;8
280;No;Travel_Frequently;1238;Research & Development;1;1;Life Sciences;3;Male;74;2;3;Healthcare Representative;3;Married;48980;3395;3;Y;No;23;;4;800;1;25;50;2;40;15;14;4
280;No;Travel_Rarely;447;Research & Development;5;3;Life Sciences;2;;85;4;2;Healthcare Representative;2;Single;47790;15530;3;Y;No;12;40;1;;0;11;20;1;80;2;1;2
430;No;Travel_Frequently;726;Research & Development;29;1;Life Sciences;4;Female;93;1;2;Healthcare Representative;3;Divorced;55620;21143;8;;No;17;30;4;;2;11;20;3;50;0;1;6
490;No;Travel_Frequently;1492;Research & Development;20;4;Technical Degree;1;Male;61;3;3;Healthcare Representative;4;Married;51300;26542;4;;No;20;40;4;800;1;14;30;3;100;10;11;1
560;No;;1223;Research & Development;8;3;Technical Degree;3;Female;59;3;3;Healthcare Representative;3;Divorced;42570;8202;1;Y;No;13;30;2;;3;17;30;3;20;14;12;8
410;No;Non-Travel;136;Research & Development;1;3;Life Sciences;1;Male;89;3;2;Healthcare Representative;1;Married;21070;6225;0;Y;No;12;30;1;800;1;6;;2;10;3;0;2
480;No;Travel_Rarely;791;Research & Development;2;2;Medical;3;Male;38;4;2;Healthcare Representative;2;Married;53810;9931;1;;No;24;30;4;800;1;8;20;3;10;7;3;7
;No;Travel_Rarely;1225;Research & Development;2;4;Life Sciences;4;Female;61;3;2;Healthcare Representative;1;Divorced;52380;4761;2;Y;No;11;30;1;800;1;16;30;4;10;0;0;0
480;No;Non-Travel;1137;Research & Development;21;1;Life Sciences;4;Male;51;3;2;Healthcare Representative;4;Married;168850;19170;1;;Yes;25;40;4;800;1;10;30;1;50;6;0;7
320;Yes;Non-Travel;1366;Research & Development;24;2;Technical Degree;2;Male;72;2;3;Healthcare Representative;1;Single;44650;12355;1;Y;No;12;30;1;;0;10;20;2;30;7;1;9
450;No;Travel_Rarely;1046;Research & Development;10;3;Technical Degree;4;Male;100;2;3;Healthcare Representative;4;Single;36970;2755;6;;No;15;;4;;0;20;30;3;100;3;1;3
350;No;Travel_Rarely;1303;Research & Development;7;2;Life Sciences;4;;36;3;2;Healthcare Representative;3;Divorced;76320;18079;1;;No;20;;3;;3;9;20;3;80;7;2;8
310;No;Travel_Rarely;1040;Research & Development;3;2;Life Sciences;4;Male;79;4;2;Healthcare Representative;1;Divorced;75470;26308;6;Y;No;20;30;1;800;1;13;30;3;;4;0;4
530;No;Travel_Rarely;1202;Research & Development;2;1;Medical;2;Male;89;4;2;Healthcare Representative;3;Divorced;165980;13888;5;Y;No;20;30;2;;3;15;20;3;90;11;11;8
270;No;Travel_Rarely;657;Research & Development;27;3;Medical;2;Male;66;3;2;Healthcare Representative;3;Married;;25549;4;;No;12;30;1;;1;11;30;2;90;7;1;1
290;No;Travel_Rarely;970;Research & Development;8;2;Medical;2;Male;96;3;2;Healthcare Representative;3;Single;79880;7360;3;Y;No;11;30;4;800;0;10;;3;100;1;4;3
350;No;Travel_Rarely;1276;Research & Development;16;3;Life Sciences;4;Male;72;3;3;Healthcare Representative;3;Married;27050;14295;4;Y;Yes;12;30;3;800;0;10;20;3;50;7;0;0
;No;Travel_Rarely;1485;Research & Development;25;2;Life Sciences;3;Male;71;3;3;Healthcare Representative;3;Married;66460;3449;3;Y;No;21;30;2;800;1;13;30;3;170;4;0;5
;No;Non-Travel;461;Research & Development;1;3;Life Sciences;4;Male;70;4;2;Healthcare Representative;3;Single;61460;23060;8;;Yes;12;30;4;800;0;10;;4;70;2;0;2
310;No;Travel_Rarely;1473;Research & Development;8;4;Other;3;Male;74;3;2;Healthcare Representative;3;Divorced;83460;2227;4;Y;Yes;14;30;4;800;0;8;;3;50;2;0;2
480;No;Travel_Rarely;717;Research & Development;13;4;Life Sciences;3;Female;34;3;2;Healthcare Representative;2;Single;40510;9697;6;Y;No;14;30;4;;0;19;;3;90;7;0;9
440;No;Non-Travel;994;Research & Development;7;4;Life Sciences;2;Male;87;3;3;Healthcare Representative;2;Single;37080;15322;7;Y;No;19;30;4;;0;18;50;3;50;6;4;0
430;No;Travel_Rarely;538;Research & Development;1;4;Technical Degree;1;Male;66;3;3;Healthcare Representative;2;Divorced;;20933;1;;No;12;30;1;800;3;10;30;3;10;8;7;7
380;No;Travel_Rarely;1091;Research & Development;1;2;Technical Degree;3;Male;90;2;4;Healthcare Representative;3;Single;65530;17810;7;;Yes;12;;4;800;0;25;30;3;10;1;0;7
260;Yes;Travel_Rarely;534;Research & Development;20;3;Life Sciences;1;Male;66;3;3;Healthcare Representative;3;Married;23050;22908;3;;No;12;30;1;800;0;12;30;3;30;0;0;0
500;No;Travel_Frequently;943;Research & Development;9;3;Life Sciences;4;;86;3;3;Healthcare Representative;4;Divorced;67960;5494;0;Y;No;11;30;4;;1;10;;2;40;7;1;6
360;No;Travel_Rarely;1299;Research & Development;27;3;Medical;3;Male;94;3;2;Healthcare Representative;3;Married;58100;16577;6;Y;No;13;30;2;800;2;17;20;2;100;7;7;7
420;No;Travel_Rarely;1442;Research & Development;9;3;Medical;4;Male;46;2;3;Healthcare Representative;2;Single;50870;17654;1;Y;No;14;30;2;800;0;9;;4;0;7;7;7
460;No;Travel_Frequently;404;Research & Development;2;4;Technical Degree;3;Female;98;3;2;Healthcare Representative;4;Single;105270;6163;1;Y;No;11;30;4;;0;14;30;4;20;11;4;11
250;No;Travel_Rarely;1395;Research & Development;24;4;Medical;2;Male;48;4;3;Healthcare Representative;4;Married;40310;3458;3;;No;15;30;3;800;0;11;50;3;20;3;1;2
330;No;Travel_Rarely;330;Research & Development;17;1;Life Sciences;3;Male;65;2;3;Healthcare Representative;3;Married;24960;24608;0;Y;No;18;30;1;800;1;20;30;2;10;9;1;9
;No;Travel_Rarely;750;Research & Development;12;3;Life Sciences;2;Male;47;3;2;Healthcare Representative;1;Divorced;59160;10748;2;Y;No;12;30;2;800;1;15;10;3;10;4;7;7
330;No;Non-Travel;1146;Research & Development;15;4;Medical;3;Male;34;3;2;Healthcare Representative;4;Divorced;20080;16542;5;Y;No;18;30;2;800;1;9;20;3;10;1;1;2
520;No;Non-Travel;334;Research & Development;24;2;Life Sciences;3;;83;4;3;Healthcare Representative;4;Divorced;42580;23402;3;Y;Yes;16;30;2;;1;12;;1;40;3;1;4
;No;Travel_Frequently;1128;Research & Development;13;3;Medical;2;;95;4;2;Healthcare Representative;1;Married;;5696;5;Y;No;18;40;3;;2;10;20;2;90;0;0;0
;No;Travel_Frequently;669;Research & Development;1;3;Medical;4;Male;97;2;2;Healthcare Representative;1;Single;99980;25755;0;Y;No;20;;3;800;0;14;20;3;50;9;4;9
280;No;Travel_Frequently;1194;Research & Development;1;3;Life Sciences;3;Male;52;3;2;Healthcare Representative;4;Divorced;;9060;4;Y;No;17;30;4;;1;12;20;3;20;3;0;3
320;No;;305;Research & Development;16;3;Life Sciences;3;Female;58;4;2;Healthcare Representative;3;Married;42000;9128;3;Y;No;16;40;3;;1;10;20;3;50;0;1;7
300;No;Travel_Frequently;516;Research & Development;8;5;Life Sciences;4;Female;69;3;2;Healthcare Representative;3;Single;24220;22049;2;Y;Yes;17;;1;;0;14;;3;30;0;0;0
390;No;Non-Travel;1001;Research & Development;7;3;Life Sciences;3;Male;43;3;3;Healthcare Representative;1;Married;67820;9262;8;;No;16;30;1;;1;10;20;2;50;0;0;0
340;No;Travel_Rarely;370;Research & Development;1;4;Medical;3;Female;92;1;3;Healthcare Representative;4;Divorced;57140;20467;3;Y;No;20;40;3;;1;19;30;4;;0;0;0
580;No;Travel_Rarely;771;Research & Development;1;2;Life Sciences;2;Male;45;2;2;Healthcare Representative;3;Single;24790;14120;1;Y;No;12;40;2;;0;4;40;2;10;3;1;2
310;No;Travel_Rarely;309;Human Resources;2;3;Human Resources;3;Female;82;3;1;Human Resources;2;Married;39780;19655;4;Y;No;14;30;3;800;0;6;0;3;20;0;1;2
;No;Travel_Frequently;1213;Human Resources;2;1;Human Resources;2;Female;94;2;2;Human Resources;4;Single;75250;4223;1;Y;No;21;30;4;;0;10;20;2;150;1;0;8
390;No;Non-Travel;552;Human Resources;4;3;Human Resources;3;Male;60;1;2;Human Resources;2;Married;64720;20794;6;Y;No;19;30;2;;1;10;20;3;90;2;1;2
450;Yes;Travel_Rarely;920;Human Resources;20;2;Medical;4;Male;69;3;1;Human Resources;2;Married;108510;6889;0;Y;Yes;11;30;3;800;0;6;20;3;70;1;1;4
280;No;Travel_Rarely;888;Human Resources;10;4;Human Resources;3;Male;71;3;2;Human Resources;3;Married;49080;14814;3;;No;11;;3;;0;10;30;3;40;3;1;2
;No;Travel_Rarely;1239;Human Resources;8;2;Other;3;Male;89;3;2;Human Resources;2;Divorced;49500;12832;2;Y;No;13;30;3;;0;19;40;2;40;0;4;7
300;No;Travel_Frequently;818;Human Resources;6;2;Medical;2;Female;52;3;1;Human Resources;3;Married;;25657;8;;No;17;30;4;800;0;7;;2;40;2;2;2
400;No;Travel_Rarely;602;Human Resources;1;5;Human Resources;1;Male;37;3;2;Human Resources;4;Married;168230;10503;4;Y;Yes;11;30;3;800;0;14;30;3;;7;0;2
350;No;;648;Human Resources;11;3;Life Sciences;3;Male;56;2;2;Human Resources;2;Married;50980;21833;4;Y;No;11;30;4;800;2;14;50;4;100;9;1;8
310;Yes;Travel_Frequently;426;Human Resources;17;4;Life Sciences;2;Male;58;3;1;Human Resources;3;Divorced;27910;22808;0;;Yes;11;30;2;800;1;8;40;2;20;7;1;0
290;No;;1041;Human Resources;13;3;Human Resources;3;;36;3;1;Human Resources;2;Married;26420;25527;4;Y;No;13;30;2;800;1;8;60;3;10;2;0;4
290;No;Travel_Rarely;1240;Human Resources;9;3;Human Resources;3;Female;48;3;2;Human Resources;4;Married;25140;13982;0;;Yes;19;40;4;;0;12;10;1;70;9;4;7
300;No;Travel_Rarely;397;Human Resources;19;4;Medical;3;Female;88;3;3;Human Resources;2;Married;65770;6729;2;Y;No;15;30;3;;1;16;60;4;50;7;7;1
430;No;;1398;Human Resources;8;2;Medical;4;Female;96;4;1;Human Resources;2;Single;;24609;9;Y;No;18;30;4;;0;8;20;3;160;2;0;2
340;No;Travel_Rarely;141;Human Resources;3;3;Human Resources;3;Male;44;4;2;Human Resources;2;Married;26610;18767;9;Y;No;15;30;3;800;1;12;20;1;20;3;3;6
;No;Travel_Rarely;788;Human Resources;24;4;Medical;2;;36;3;1;Human Resources;2;Single;;8318;1;;No;16;30;1;800;0;6;30;3;90;3;0;4
560;Yes;Travel_Rarely;350;Human Resources;13;3;Human Resources;1;Male;56;2;1;Human Resources;1;Divorced;25870;3157;4;;Yes;15;30;4;;3;4;30;3;40;2;2;0
340;No;Travel_Rarely;280;Human Resources;1;2;Life Sciences;3;Male;43;3;1;Human Resources;4;Divorced;98880;10494;1;Y;No;15;40;2;;1;3;30;3;140;2;2;2
210;No;Travel_Frequently;1146;Human Resources;26;4;Life Sciences;3;Female;31;3;3;Human Resources;4;Single;26250;16642;1;;Yes;16;40;3;800;0;9;20;3;20;0;1;7
;No;Travel_Frequently;1112;Human Resources;1;4;Life Sciences;1;Female;50;2;2;Human Resources;3;Single;46470;26894;4;Y;No;11;40;2;;0;10;30;4;60;2;0;2
310;No;Travel_Frequently;897;Human Resources;10;3;Medical;1;Female;59;3;1;Human Resources;4;Married;27890;2097;0;;No;14;30;4;;1;3;;3;20;2;2;1
340;No;Non-Travel;179;Human Resources;2;5;Medical;4;Female;79;4;2;Human Resources;1;Married;20290;12858;7;Y;No;16;40;1;;1;10;;4;50;3;0;3
430;No;Travel_Frequently;147;Human Resources;2;3;Human Resources;2;Male;99;3;1;Human Resources;3;Married;;8429;1;Y;No;13;40;4;;1;5;;3;70;4;1;4
380;No;Travel_Rarely;330;Human Resources;1;3;Life Sciences;3;Male;46;3;1;Human Resources;3;Divorced;115100;15428;0;Y;No;21;30;1;;1;6;;4;110;3;1;3
240;No;Travel_Rarely;528;Human Resources;8;4;Technical Degree;3;Male;100;3;1;Human Resources;3;Single;21270;7108;1;;No;17;40;2;800;0;6;20;1;10;4;1;4
430;Yes;Travel_Rarely;1337;Human Resources;22;3;Human Resources;1;Male;58;2;1;Human Resources;2;Married;35390;19555;1;Y;No;12;30;1;800;0;1;;3;90;0;0;0
290;Yes;Travel_Rarely;1107;Human Resources;9;4;Technical Degree;1;Male;52;3;1;Human Resources;3;Married;86200;3072;1;;No;15;30;4;800;0;2;30;3;100;2;2;2
540;Yes;;240;Human Resources;22;1;Human Resources;4;Female;58;1;1;Human Resources;3;Married;107390;11585;1;Y;No;11;30;3;800;1;1;20;3;100;0;0;0
220;No;Travel_Rarely;106;Human Resources;2;3;Human Resources;1;Male;62;2;2;Human Resources;1;Married;23280;17822;3;Y;No;12;30;4;800;0;9;20;3;40;2;1;0
350;No;Travel_Rarely;433;Human Resources;1;3;Human Resources;3;Female;37;4;1;Human Resources;3;Married;;6004;1;Y;No;13;30;4;800;1;7;30;4;20;6;5;0
450;No;Non-Travel;352;Human Resources;6;1;Medical;4;Female;87;2;1;Human Resources;2;Married;55930;15434;1;Y;No;11;30;4;;0;1;20;3;150;0;0;0
500;Yes;Travel_Rarely;1376;Human Resources;1;2;Medical;2;Male;91;2;3;Human Resources;1;Married;139730;2326;9;Y;No;14;30;4;;1;24;20;3;120;6;3;6
350;No;Travel_Frequently;829;Human Resources;3;2;Human Resources;3;Male;88;3;1;Human Resources;4;Married;42490;2243;0;;No;19;30;3;;1;4;30;1;90;2;0;2
;No;Travel_Rarely;991;Human Resources;1;2;Life Sciences;4;Male;44;3;1;Human Resources;1;Single;;22957;6;;No;12;30;3;;0;10;20;4;40;6;5;7
360;No;Travel_Rarely;945;Human Resources;5;2;Medical;2;Female;80;3;2;Human Resources;2;Divorced;92780;10425;8;;Yes;22;30;4;800;1;16;30;3;50;2;0;2
360;No;Travel_Rarely;1075;Human Resources;3;2;Human Resources;4;Male;57;3;1;Human Resources;2;Divorced;52370;22650;3;Y;Yes;11;30;3;800;1;7;30;4;70;3;0;3
210;Yes;Travel_Rarely;489;Human Resources;2;2;Technical Degree;1;Male;52;2;1;Human Resources;4;Single;34470;18437;1;;No;12;30;3;;0;1;20;4;30;0;0;0
;No;Travel_Rarely;1380;Research & Development;9;2;Life Sciences;3;Female;75;3;1;Laboratory Technician;4;Single;79780;6319;1;;No;12;30;3;800;0;2;;3;100;2;2;1
200;No;Travel_Frequently;1240;Research & Development;2;4;Life Sciences;4;Female;33;3;1;Laboratory Technician;1;Divorced;23230;19715;1;;No;13;30;4;800;1;1;30;3;20;0;0;0
340;No;Travel_Rarely;571;Research & Development;12;2;Other;4;Male;78;3;1;Laboratory Technician;4;Single;20080;13672;1;;No;13;;3;;0;5;;4;10;2;1;4
380;No;Travel_Frequently;285;Research & Development;29;3;Medical;2;Female;86;3;2;Laboratory Technician;3;Married;;17491;4;Y;No;13;30;1;;2;10;40;3;60;7;7;7
370;No;Travel_Rarely;594;Research & Development;2;2;Medical;3;Male;75;2;1;Laboratory Technician;2;Married;65020;15963;4;Y;No;14;30;2;800;1;9;;2;50;1;0;5
310;Yes;Non-Travel;935;Research & Development;3;3;Life Sciences;1;Male;89;3;1;Laboratory Technician;1;Married;99360;14669;4;Y;No;12;30;3;;0;10;20;4;90;2;1;2
550;No;Travel_Frequently;1297;Research & Development;5;2;Life Sciences;4;Male;53;3;1;Laboratory Technician;4;Single;109760;19826;0;Y;Yes;14;30;3;800;0;6;40;2;30;4;0;2
270;No;Non-Travel;329;Research & Development;1;2;Life Sciences;4;Male;98;2;1;Laboratory Technician;1;Married;46210;16193;1;Y;No;12;;3;;1;4;40;3;30;2;3;2
;No;Travel_Rarely;185;Research & Development;23;4;Medical;2;Female;91;1;1;Laboratory Technician;3;Married;58550;9696;0;Y;No;16;30;2;;1;6;20;4;90;4;0;3
510;No;Travel_Rarely;1092;Research & Development;9;3;Life Sciences;3;Female;60;2;1;Laboratory Technician;2;Divorced;49360;26551;1;Y;No;11;30;3;;3;1;20;3;70;0;0;0
450;Yes;Travel_Rarely;1320;Research & Development;8;1;Medical;4;Female;93;2;1;Laboratory Technician;3;Single;50060;20586;1;;Yes;11;30;1;800;0;5;30;3;50;4;1;2
340;Yes;Travel_Rarely;1294;Research & Development;8;1;Medical;3;Male;79;3;1;Laboratory Technician;1;Married;27680;15999;1;;Yes;17;30;3;800;0;1;30;3;70;0;0;0
380;No;Travel_Frequently;1229;Research & Development;8;1;Life Sciences;4;Male;36;4;1;Laboratory Technician;4;Married;53210;4892;1;Y;No;19;30;4;800;0;1;10;3;80;0;0;1
;No;Non-Travel;1086;Research & Development;7;1;Medical;1;Female;62;2;1;Laboratory Technician;4;Divorced;;6054;6;;No;14;30;3;;3;8;60;3;10;3;0;3
340;No;Travel_Rarely;977;Research & Development;2;1;Other;4;Female;57;3;1;Laboratory Technician;3;Divorced;60290;7298;6;Y;Yes;19;30;3;;1;7;30;2;20;2;0;2
470;Yes;Travel_Rarely;381;Research & Development;9;3;Medical;2;Male;89;3;1;Laboratory Technician;1;Single;;16998;2;Y;Yes;11;40;3;800;0;4;30;2;170;0;0;0
530;No;Travel_Rarely;1323;Research & Development;2;3;Life Sciences;3;Male;89;2;1;Laboratory Technician;4;Single;24500;3300;7;Y;No;15;30;2;800;0;6;40;2;20;2;2;2
