Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,0,Travel_Frequently,1238,Research & Development,1,1,Life Sciences,3,0,74,2,3,Healthcare Representative,3,Married,4898,3395,3,Y,No,23,,4,800.0,1,10,5,2,4,4,4,4
28,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,0,85,4,2,Healthcare Representative,2,Single,4779,15530,3,Y,No,12,40.0,1,,0,10,2,1,8,2,1,2
43,0,Travel_Frequently,726,Research & Development,29,1,Life Sciences,4,1,93,1,2,Healthcare Representative,3,Divorced,5562,21143,8,,No,17,30.0,4,,2,11,2,3,5,0,1,5
49,0,Travel_Frequently,1492,Research & Development,20,4,Technical Degree,1,0,61,3,3,Healthcare Representative,4,Married,5130,26542,4,,No,20,40.0,4,800.0,1,14,3,3,10,10,10,1
56,0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,1,59,3,3,Healthcare Representative,3,Divorced,4257,8202,1,Y,No,13,30.0,2,,3,17,3,3,2,2,2,2
41,0,Non-Travel,136,Research & Development,1,3,Life Sciences,1,0,89,3,2,Healthcare Representative,1,Married,2107,6225,0,Y,No,12,30.0,1,800.0,1,6,2,2,1,1,0,1
48,0,Travel_Rarely,791,Research & Development,2,2,Medical,3,0,38,4,2,Healthcare Representative,2,Married,5381,9931,1,,No,24,30.0,4,800.0,1,8,2,3,1,1,1,1
36,0,Travel_Rarely,1225,Research & Development,2,4,Life Sciences,4,1,61,3,2,Healthcare Representative,1,Divorced,5238,4761,2,Y,No,11,30.0,1,800.0,1,16,3,4,1,0,0,0
48,0,Non-Travel,1137,Research & Development,21,1,Life Sciences,4,0,51,3,2,Healthcare Representative,4,Married,16885,19170,1,,Yes,25,40.0,4,800.0,1,10,3,1,5,5,0,5
32,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,0,72,2,3,Healthcare Representative,1,Single,4465,12355,1,Y,No,12,30.0,1,,0,10,2,2,3,3,1,3
45,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,0,100,2,3,Healthcare Representative,4,Single,3697,2755,6,,No,15,,4,,0,20,3,3,10,3,1,3
35,0,Travel_Rarely,1303,Research & Development,7,2,Life Sciences,4,0,36,3,2,Healthcare Representative,3,Divorced,7632,18079,1,,No,20,,3,,3,9,2,3,8,7,2,8
31,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,0,79,4,2,Healthcare Representative,1,Divorced,7547,26308,6,Y,No,20,30.0,1,800.0,1,13,3,3,1,1,0,1
53,0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,0,89,4,2,Healthcare Representative,3,Divorced,16598,13888,5,Y,No,20,30.0,2,,3,15,2,3,9,9,9,8
27,0,Travel_Rarely,657,Research & Development,27,3,Medical,2,0,66,3,2,Healthcare Representative,3,Married,38989,25549,4,,No,12,30.0,1,,1,9,3,2,9,7,1,1
29,0,Travel_Rarely,970,Research & Development,8,2,Medical,2,0,96,3,2,Healthcare Representative,3,Single,7988,7360,3,Y,No,11,30.0,4,800.0,0,10,2,3,10,1,4,3
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,0,72,3,3,Healthcare Representative,3,Married,2705,14295,4,Y,Yes,12,30.0,3,800.0,0,10,2,3,5,5,0,0
36,0,Travel_Rarely,1485,Research & Development,25,2,Life Sciences,3,0,71,3,3,Healthcare Representative,3,Married,6646,3449,0,Y,No,21,30.0,2,800.0,1,13,3,3,13,4,0,5
36,0,Non-Travel,461,Research & Development,1,3,Life Sciences,4,0,70,4,2,Healthcare Representative,3,Single,6146,23060,8,,Yes,12,30.0,4,800.0,0,10,2,4,7,2,0,2
31,0,Travel_Rarely,1473,Research & Development,8,4,Other,3,0,74,3,2,Healthcare Representative,3,Divorced,8346,2227,4,Y,Yes,14,30.0,4,800.0,0,8,2,3,5,2,0,2
48,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,1,34,3,2,Healthcare Representative,2,Single,4051,9697,6,Y,No,14,30.0,4,,0,19,2,3,9,7,0,9
44,0,Non-Travel,994,Research & Development,7,4,Life Sciences,2,0,87,3,3,Healthcare Representative,2,Single,3708,15322,7,Y,No,19,30.0,4,,0,18,5,3,5,5,4,0
43,0,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,0,66,3,3,Healthcare Representative,2,Divorced,7677,20933,1,,No,12,30.0,1,800.0,3,10,3,3,1,1,1,1
38,0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,0,90,2,4,Healthcare Representative,3,Single,6553,17810,7,,Yes,12,,4,800.0,0,20,3,3,1,1,0,1
26,1,Travel_Rarely,534,Research & Development,20,3,Life Sciences,1,0,66,3,3,Healthcare Representative,3,Married,2305,22908,3,,No,12,30.0,1,800.0,0,8,3,3,3,0,0,0
50,0,Travel_Frequently,943,Research & Development,9,3,Life Sciences,4,0,86,3,3,Healthcare Representative,4,Divorced,6796,5494,0,Y,No,11,30.0,4,,1,10,2,2,4,4,1,4
36,0,Travel_Rarely,1299,Research & Development,27,3,Medical,3,0,94,3,2,Healthcare Representative,3,Married,5810,16577,6,Y,No,13,30.0,2,800.0,2,17,2,2,10,7,7,7
42,0,Travel_Rarely,1442,Research & Development,9,3,Medical,4,0,46,2,3,Healthcare Representative,2,Single,5087,17654,1,Y,No,14,30.0,2,800.0,0,9,2,4,0,0,0,0
46,0,Travel_Frequently,404,Research & Development,2,4,Technical Degree,3,1,98,3,2,Healthcare Representative,4,Single,10527,6163,1,Y,No,11,30.0,4,,0,14,3,4,2,2,2,2
25,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,0,48,4,3,Healthcare Representative,4,Married,4031,3458,3,,No,15,30.0,3,800.0,0,7,5,3,2,2,1,2
33,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,0,65,2,3,Healthcare Representative,3,Married,2496,24608,0,Y,No,18,30.0,1,800.0,1,15,3,2,1,1,1,1
36,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,0,47,3,2,Healthcare Representative,1,Divorced,5916,10748,2,Y,No,12,30.0,2,800.0,1,15,1,3,1,1,1,1
33,0,Non-Travel,1146,Research & Development,15,4,Medical,3,0,34,3,2,Healthcare Representative,4,Divorced,2008,16542,5,Y,No,18,30.0,2,800.0,1,9,2,3,1,1,1,1
52,0,Non-Travel,334,Research & Development,24,2,Life Sciences,3,0,83,4,3,Healthcare Representative,4,Divorced,4258,23402,3,Y,Yes,16,30.0,2,,1,12,2,1,4,3,1,4
36,0,Travel_Frequently,1128,Research & Development,13,3,Medical,2,0,95,4,2,Healthcare Representative,1,Married,38989,5696,5,Y,No,18,40.0,3,,2,10,2,2,9,0,0,0
36,0,Travel_Frequently,669,Research & Development,1,3,Medical,4,0,97,2,2,Healthcare Representative,1,Single,9998,25755,0,Y,No,20,,3,800.0,0,14,2,3,5,5,4,5
28,0,Travel_Frequently,1194,Research & Development,1,3,Life Sciences,3,0,52,3,2,Healthcare Representative,4,Divorced,11591,9060,4,Y,No,17,30.0,4,,1,10,2,3,2,2,0,2
32,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,1,58,4,2,Healthcare Representative,3,Married,4200,9128,3,Y,No,16,40.0,3,,1,10,2,3,5,0,1,5
30,0,Travel_Frequently,516,Research & Development,8,5,Life Sciences,4,1,69,3,2,Healthcare Representative,3,Single,2422,22049,2,Y,Yes,17,,1,,0,12,2,3,3,0,0,0
39,0,Non-Travel,1001,Research & Development,7,3,Life Sciences,3,0,43,3,3,Healthcare Representative,1,Married,6782,9262,8,,No,16,30.0,1,,1,10,2,2,5,0,0,0
34,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,1,92,1,3,Healthcare Representative,4,Divorced,5714,20467,3,Y,No,20,40.0,3,,1,16,3,4,1,0,0,0
58,0,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,0,45,2,2,Healthcare Representative,3,Single,2479,14120,1,Y,No,12,40.0,2,,0,4,4,2,1,1,1,1
31,0,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,1,82,3,1,Human Resources,2,Married,3978,19655,4,Y,No,14,30.0,3,800.0,0,6,0,3,2,0,1,2
36,0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,1,94,2,2,Human Resources,4,Single,7525,4223,0,Y,No,21,30.0,4,,0,10,2,2,10,1,0,8
39,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,0,60,1,2,Human Resources,2,Married,6472,20794,6,Y,No,19,30.0,2,,1,10,2,3,9,2,1,2
45,1,Travel_Rarely,920,Human Resources,20,2,Medical,4,0,69,3,1,Human Resources,2,Married,10851,6889,0,Y,Yes,11,30.0,3,800.0,0,6,2,3,6,1,1,4
28,0,Travel_Rarely,888,Human Resources,10,4,Human Resources,3,0,71,3,2,Human Resources,3,Married,4908,14814,3,,No,11,,3,,0,10,3,3,4,3,1,2
36,0,Travel_Rarely,1239,Human Resources,8,2,Other,3,0,89,3,2,Human Resources,2,Divorced,4950,12832,2,Y,No,13,30.0,3,,0,18,4,2,4,0,4,4
30,0,Travel_Frequently,818,Human Resources,6,2,Medical,2,1,52,3,1,Human Resources,3,Married,19419,25657,8,,No,17,30.0,4,800.0,0,7,3,2,4,2,2,2
40,0,Travel_Rarely,602,Human Resources,1,5,Human Resources,1,0,37,3,2,Human Resources,4,Married,16823,10503,4,Y,Yes,11,30.0,3,800.0,0,14,3,3,1,1,0,1
35,0,Travel_Rarely,648,Human Resources,11,3,Life Sciences,3,0,56,2,2,Human Resources,2,Married,5098,21833,4,Y,No,11,30.0,4,800.0,2,14,5,4,10,9,1,8
31,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,0,58,3,1,Human Resources,3,Divorced,2791,22808,0,,Yes,11,30.0,2,800.0,1,8,4,2,2,2,1,0
29,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,0,36,3,1,Human Resources,2,Married,2642,25527,4,Y,No,13,30.0,2,800.0,1,8,6,3,1,1,0,1
29,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,1,48,3,2,Human Resources,4,Married,2514,13982,0,,Yes,19,40.0,4,,0,11,1,1,7,7,4,7
30,0,Travel_Rarely,397,Human Resources,19,4,Medical,3,1,88,3,3,Human Resources,2,Married,6577,6729,2,Y,No,15,30.0,3,,1,12,6,4,5,5,5,1
43,0,Travel_Rarely,1398,Human Resources,8,2,Medical,4,1,96,4,1,Human Resources,2,Single,66387,24609,0,Y,No,18,30.0,4,,0,8,2,3,8,2,0,2
34,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,0,44,4,2,Human Resources,2,Married,2661,18767,9,Y,No,15,30.0,3,800.0,1,12,2,1,2,2,2,2
36,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,0,36,3,1,Human Resources,2,Single,38989,8318,0,,No,16,30.0,1,800.0,0,6,3,3,6,3,0,4
56,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,0,56,2,1,Human Resources,1,Divorced,2587,3157,4,,Yes,15,30.0,4,,3,4,3,3,4,2,2,0
34,0,Travel_Rarely,280,Human Resources,1,2,Life Sciences,3,0,43,3,1,Human Resources,4,Divorced,9888,10494,0,Y,No,15,40.0,2,,1,3,3,3,3,2,2,2
21,0,Travel_Frequently,1146,Human Resources,26,4,Life Sciences,3,1,31,3,3,Human Resources,4,Single,2625,16642,1,,Yes,16,40.0,3,800.0,0,3,2,3,2,0,1,2
36,0,Travel_Frequently,1112,Human Resources,1,4,Life Sciences,1,1,50,2,2,Human Resources,3,Single,4647,26894,4,Y,No,11,40.0,2,,0,10,3,4,6,2,0,2
31,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,1,59,3,1,Human Resources,4,Married,2789,2097,0,,No,14,30.0,4,,1,3,3,3,2,2,2,1
34,0,Non-Travel,179,Human Resources,2,5,Medical,4,1,79,4,2,Human Resources,1,Married,2029,12858,7,Y,No,16,40.0,1,,1,10,3,4,5,3,0,3
43,0,Travel_Frequently,147,Human Resources,2,3,Human Resources,2,0,99,3,1,Human Resources,3,Married,31161,8429,0,Y,No,13,40.0,4,,1,5,3,3,5,4,1,4
38,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,0,46,3,1,Human Resources,3,Divorced,11510,15428,0,Y,No,21,30.0,1,,1,6,3,4,6,3,1,3
24,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,0,100,3,1,Human Resources,3,Single,2127,7108,1,,No,17,40.0,2,800.0,0,6,2,1,1,1,1,1
43,1,Travel_Rarely,1337,Human Resources,22,3,Human Resources,1,0,58,2,1,Human Resources,2,Married,3539,19555,0,Y,No,12,30.0,1,800.0,0,1,3,3,1,0,0,0
29,1,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,0,52,3,1,Human Resources,3,Married,8620,3072,0,,No,15,30.0,4,800.0,0,2,3,3,2,2,2,2
54,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,1,58,1,1,Human Resources,3,Married,10739,11585,0,Y,No,11,30.0,3,800.0,1,1,2,3,1,0,0,0
22,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,0,62,2,2,Human Resources,1,Married,2328,17822,3,Y,No,12,30.0,4,800.0,0,4,2,3,4,2,1,0
35,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,1,37,4,1,Human Resources,3,Married,11591,6004,1,Y,No,13,30.0,4,800.0,1,7,3,4,2,2,2,0
45,0,Non-Travel,352,Human Resources,6,1,Medical,4,1,87,2,1,Human Resources,2,Married,5593,15434,0,Y,No,11,30.0,4,,0,1,2,3,1,0,0,0
50,1,Travel_Rarely,1376,Human Resources,1,2,Medical,2,0,91,2,3,Human Resources,1,Married,13973,2326,9,Y,No,14,30.0,4,,1,24,2,3,12,6,3,6
35,0,Travel_Frequently,829,Human Resources,3,2,Human Resources,3,0,88,3,1,Human Resources,4,Married,4249,2243,0,,No,19,30.0,3,,1,4,3,1,4,2,0,2
36,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,0,44,3,1,Human Resources,1,Single,19419,22957,6,,No,12,30.0,3,,0,10,2,4,4,4,4,4
36,0,Travel_Rarely,945,Human Resources,5,2,Medical,2,1,80,3,2,Human Resources,2,Divorced,9278,10425,8,,Yes,22,30.0,4,800.0,1,16,3,3,5,2,0,2
36,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,0,57,3,1,Human Resources,2,Divorced,5237,22650,3,Y,Yes,11,30.0,3,800.0,1,7,3,4,7,3,0,3
21,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,0,52,2,1,Human Resources,4,Single,3447,18437,0,,No,12,30.0,3,,0,1,2,4,1,0,0,0
36,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,1,75,3,1,Laboratory Technician,4,Single,7978,6319,0,,No,12,30.0,3,800.0,0,2,2,3,2,2,2,1
20,0,Travel_Frequently,1240,Research & Development,2,4,Life Sciences,4,1,33,3,1,Laboratory Technician,1,Divorced,2323,19715,0,,No,13,30.0,4,800.0,1,1,3,3,1,0,0,0
34,0,Travel_Rarely,571,Research & Development,12,2,Other,4,0,78,3,1,Laboratory Technician,4,Single,2008,13672,1,,No,13,,3,,0,5,2,4,1,1,1,1
38,0,Travel_Frequently,285,Research & Development,29,3,Medical,2,1,86,3,2,Laboratory Technician,3,Married,27247,17491,4,Y,No,13,30.0,1,,2,10,4,3,6,6,6,6
37,0,Travel_Rarely,594,Research & Development,2,2,Medical,3,0,75,2,1,Laboratory Technician,2,Married,6502,15963,4,Y,No,14,30.0,2,800.0,1,9,2,2,5,1,0,5
31,1,Non-Travel,935,Research & Development,3,3,Life Sciences,1,0,89,3,1,Laboratory Technician,1,Married,9936,14669,4,Y,No,12,30.0,3,,0,10,2,4,9,2,1,2
55,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,0,53,3,1,Laboratory Technician,4,Single,10976,19826,0,Y,Yes,14,30.0,3,800.0,0,6,4,2,3,3,0,2
27,0,Non-Travel,329,Research & Development,1,2,Life Sciences,4,0,98,2,1,Laboratory Technician,1,Married,4621,16193,1,Y,No,12,,3,,1,4,4,3,3,2,3,2
36,0,Travel_Rarely,185,Research & Development,23,4,Medical,2,1,91,1,1,Laboratory Technician,3,Married,5855,9696,0,Y,No,16,30.0,2,,1,6,2,4,6,4,0,3
51,0,Travel_Rarely,1092,Research & Development,9,3,Life Sciences,3,1,60,2,1,Laboratory Technician,2,Divorced,4936,26551,0,Y,No,11,30.0,3,,3,1,2,3,1,0,0,0
45,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,1,93,2,1,Laboratory Technician,3,Single,5006,20586,1,,Yes,11,30.0,1,800.0,0,5,3,3,5,4,1,2
34,1,Travel_Rarely,1294,Research & Development,8,1,Medical,3,0,79,3,1,Laboratory Technician,1,Married,2768,15999,0,,Yes,17,30.0,3,800.0,0,1,3,3,1,0,0,0
38,0,Travel_Frequently,1229,Research & Development,8,1,Life Sciences,4,0,36,4,1,Laboratory Technician,4,Married,5321,4892,0,Y,No,19,30.0,4,800.0,0,1,1,3,1,0,0,1
